State,Region,Sector,Energy_Source,Month,Year,Total_Consumption_GWh,Renewable,Import_Export,Quantity_GWh
Gujarat,North,Commercial,Hydro,2,2024,3861,No,Export,922
Karnataka,North,Residential,Coal,5,2024,3322,Yes,Export,677
Delhi,East,Residential,Hydro,4,2023,3732,No,Import,394
Tamil Nadu,North,Industrial,Coal,9,2023,1896,Yes,Export,62
Uttar Pradesh,East,Residential,Wind,4,2023,1904,Yes,Import,594
Rajasthan,Central,Residential,Wind,8,2023,3035,Yes,Export,192
Rajasthan,East,Commercial,Nuclear,8,2023,4500,No,Import,378
Karnataka,Central,Commercial,Hydro,6,2023,2675,Yes,Import,710
Gujarat,Central,Agriculture,Hydro,6,2024,2944,Yes,Import,22
Gujarat,East,Industrial,Coal,11,2023,608,No,Export,568
West Bengal,South,Residential,Wind,8,2023,2946,Yes,Export,969
Andhra Pradesh,West,Industrial,Coal,12,2023,1967,No,Import,169
Tamil Nadu,North,Transport,Wind,12,2024,1304,No,Export,293
Gujarat,West,Residential,Coal,10,2023,1731,No,Import,574
Uttar Pradesh,North,Industrial,Wind,9,2023,1864,Yes,Import,296
Karnataka,North,Agriculture,Coal,5,2023,712,Yes,Export,17
Delhi,Central,Agriculture,Natural Gas,11,2024,4166,No,Import,81
West Bengal,North,Residential,Wind,1,2023,3375,No,Import,901
Madhya Pradesh,North,Transport,Biomass,1,2023,1291,Yes,Import,107
Maharashtra,East,Agriculture,Coal,2,2024,3193,Yes,Export,96
Delhi,West,Agriculture,Hydro,10,2023,3087,Yes,Import,851
Madhya Pradesh,East,Transport,Nuclear,10,2024,211,No,Import,110
Rajasthan,North,Industrial,Biomass,5,2023,4275,No,Import,290
Maharashtra,Central,Agriculture,Biomass,4,2024,2000,Yes,Import,892
Tamil Nadu,East,Commercial,Coal,1,2023,4370,No,Export,298
Uttar Pradesh,East,Agriculture,Nuclear,4,2023,1831,No,Import,758
Maharashtra,South,Industrial,Hydro,4,2024,4725,No,Import,205
Andhra Pradesh,North,Industrial,Biomass,10,2023,1527,Yes,Export,400
Madhya Pradesh,Central,Residential,Hydro,4,2023,3080,Yes,Export,618
Tamil Nadu,East,Commercial,Wind,1,2024,4036,Yes,Export,459
Andhra Pradesh,East,Industrial,Oil,9,2023,156,No,Export,377
Rajasthan,Central,Transport,Natural Gas,3,2024,2718,No,Export,439
Andhra Pradesh,North,Commercial,Oil,4,2023,4985,No,Export,105
West Bengal,South,Commercial,Oil,5,2024,1214,Yes,Import,270
West Bengal,East,Transport,Nuclear,7,2023,1207,Yes,Import,521
Karnataka,South,Agriculture,Natural Gas,6,2023,2296,Yes,Export,130
Delhi,West,Transport,Solar,5,2024,716,No,Import,375
Delhi,North,Transport,Wind,8,2023,2176,Yes,Export,794
Tamil Nadu,West,Agriculture,Nuclear,1,2024,2991,Yes,Import,341
Rajasthan,West,Agriculture,Coal,7,2024,561,No,Export,61
Gujarat,West,Agriculture,Natural Gas,12,2024,299,Yes,Export,405
West Bengal,North,Agriculture,Coal,6,2023,938,No,Import,327
Tamil Nadu,North,Agriculture,Hydro,11,2023,1073,Yes,Export,684
Gujarat,Central,Transport,Oil,5,2023,4744,No,Import,711
Delhi,South,Residential,Biomass,7,2024,4898,No,Export,286
Karnataka,South,Residential,Natural Gas,3,2024,649,No,Export,606
Andhra Pradesh,Central,Industrial,Solar,1,2024,3072,No,Import,203
West Bengal,Central,Residential,Coal,9,2023,2580,No,Export,702
Tamil Nadu,West,Residential,Nuclear,2,2024,2933,No,Import,30
Maharashtra,Central,Transport,Natural Gas,10,2023,2114,No,Import,408
Gujarat,East,Agriculture,Natural Gas,3,2023,1808,No,Import,724
Andhra Pradesh,South,Agriculture,Biomass,8,2023,3619,Yes,Import,211
West Bengal,Central,Transport,Biomass,12,2023,1292,Yes,Import,475
Delhi,East,Residential,Nuclear,10,2023,4379,Yes,Export,160
Rajasthan,East,Transport,Biomass,9,2023,2345,No,Export,905
Gujarat,East,Industrial,Coal,3,2023,1975,No,Import,168
Delhi,East,Agriculture,Nuclear,6,2023,2112,No,Export,319
West Bengal,West,Commercial,Oil,7,2024,3445,Yes,Import,960
Gujarat,East,Industrial,Nuclear,1,2023,490,No,Export,513
Andhra Pradesh,West,Industrial,Hydro,7,2023,2793,Yes,Import,35
West Bengal,West,Transport,Solar,4,2024,56,No,Export,830
Madhya Pradesh,East,Residential,Natural Gas,5,2024,1636,Yes,Import,75
Tamil Nadu,South,Agriculture,Hydro,8,2024,875,No,Export,944
Andhra Pradesh,East,Commercial,Solar,4,2024,3874,Yes,Import,272
Gujarat,East,Industrial,Nuclear,4,2023,1318,Yes,Import,481
Rajasthan,East,Commercial,Natural Gas,8,2024,3486,No,Export,176
Delhi,South,Residential,Biomass,5,2024,3488,No,Import,809
Maharashtra,North,Residential,Solar,6,2024,1360,Yes,Import,163
Delhi,North,Commercial,Nuclear,12,2024,4083,No,Export,352
Gujarat,West,Agriculture,Nuclear,11,2023,1677,Yes,Export,727
Delhi,West,Residential,Hydro,5,2024,1086,No,Import,422
Tamil Nadu,South,Commercial,Hydro,1,2024,527,No,Import,674
West Bengal,Central,Industrial,Biomass,7,2024,2728,Yes,Import,193
Maharashtra,North,Commercial,Oil,6,2024,764,No,Import,680
Uttar Pradesh,West,Commercial,Wind,2,2023,1726,Yes,Export,203
Gujarat,North,Transport,Coal,11,2024,2212,No,Import,11
Karnataka,South,Residential,Wind,7,2024,558,No,Import,224
Uttar Pradesh,South,Agriculture,Wind,6,2024,431,No,Export,696
Delhi,Central,Agriculture,Natural Gas,5,2023,1230,Yes,Export,596
Gujarat,Central,Transport,Oil,8,2024,1895,Yes,Import,806
Madhya Pradesh,South,Agriculture,Natural Gas,5,2024,4420,Yes,Export,648
Karnataka,West,Commercial,Biomass,11,2023,1768,No,Export,492
Maharashtra,North,Transport,Natural Gas,2,2024,1150,No,Export,570
Rajasthan,East,Industrial,Solar,6,2023,1910,No,Import,978
Madhya Pradesh,Central,Residential,Biomass,12,2023,2141,No,Import,41
Uttar Pradesh,East,Residential,Biomass,1,2024,767,Yes,Import,679
West Bengal,West,Residential,Nuclear,5,2024,367,Yes,Export,24
Tamil Nadu,Central,Commercial,Nuclear,6,2023,4679,Yes,Import,327
Rajasthan,East,Industrial,Nuclear,7,2023,1826,Yes,Import,855
Madhya Pradesh,West,Transport,Coal,2,2024,2334,Yes,Import,252
West Bengal,North,Transport,Solar,1,2023,1294,No,Export,26
West Bengal,West,Residential,Solar,6,2023,1383,Yes,Import,543
Gujarat,Central,Industrial,Nuclear,3,2024,3719,Yes,Import,765
Madhya Pradesh,South,Industrial,Wind,5,2023,1250,No,Import,935
Maharashtra,North,Industrial,Coal,12,2023,1844,Yes,Import,90
Delhi,East,Agriculture,Wind,11,2023,2751,No,Export,665
Karnataka,Central,Agriculture,Hydro,2,2023,1504,Yes,Import,445
Karnataka,South,Residential,Solar,1,2023,1983,No,Import,17
Uttar Pradesh,West,Industrial,Solar,1,2023,796,No,Export,969
Uttar Pradesh,South,Industrial,Wind,11,2024,890,Yes,Export,688
Karnataka,Central,Transport,Coal,4,2023,2545,No,Export,296
Maharashtra,Central,Transport,Solar,10,2024,1138,No,Export,789
Tamil Nadu,South,Residential,Wind,2,2024,842,No,Export,810
Andhra Pradesh,West,Industrial,Biomass,1,2024,1317,Yes,Import,195
Delhi,South,Residential,Biomass,6,2024,1600,Yes,Export,533
Tamil Nadu,Central,Transport,Natural Gas,4,2024,2740,No,Export,802
Gujarat,Central,Transport,Coal,10,2024,342,No,Export,431
Andhra Pradesh,East,Agriculture,Wind,12,2024,4072,Yes,Import,825
Andhra Pradesh,East,Residential,Natural Gas,7,2024,1454,Yes,Import,475
Madhya Pradesh,North,Residential,Biomass,11,2023,1698,Yes,Import,92
Maharashtra,Central,Industrial,Coal,6,2024,2866,Yes,Export,576
Maharashtra,East,Industrial,Oil,5,2024,3960,Yes,Import,652
Andhra Pradesh,South,Agriculture,Natural Gas,10,2024,2968,Yes,Export,646
Madhya Pradesh,West,Commercial,Oil,12,2023,1447,Yes,Export,492
Delhi,South,Commercial,Nuclear,12,2024,1743,Yes,Import,334
Andhra Pradesh,West,Commercial,Coal,12,2023,1087,No,Import,428
Rajasthan,East,Residential,Hydro,12,2024,3902,Yes,Import,60
Uttar Pradesh,North,Residential,Nuclear,2,2024,1612,Yes,Export,36
Uttar Pradesh,South,Transport,Natural Gas,5,2023,1162,Yes,Import,686
Tamil Nadu,South,Residential,Wind,9,2024,1341,No,Import,990
Gujarat,South,Residential,Nuclear,9,2023,1211,No,Import,921
Uttar Pradesh,West,Residential,Nuclear,2,2023,1079,No,Import,997
West Bengal,East,Agriculture,Natural Gas,7,2024,4387,Yes,Import,802
Tamil Nadu,South,Residential,Wind,10,2024,4307,No,Export,554
Uttar Pradesh,South,Industrial,Wind,4,2023,2789,No,Export,71
Gujarat,North,Industrial,Biomass,3,2023,1028,Yes,Import,666
Maharashtra,North,Transport,Hydro,11,2024,567,No,Export,180
Maharashtra,East,Agriculture,Wind,1,2024,832,No,Export,295
Delhi,East,Industrial,Solar,3,2024,2881,No,Export,818
Andhra Pradesh,Central,Agriculture,Solar,11,2023,4230,No,Import,126
Rajasthan,North,Agriculture,Hydro,9,2024,187,No,Export,13
Maharashtra,Central,Transport,Coal,9,2023,803,Yes,Import,75
Madhya Pradesh,West,Agriculture,Natural Gas,7,2024,3003,No,Export,69
Uttar Pradesh,Central,Residential,Coal,3,2023,4858,Yes,Import,914
Madhya Pradesh,South,Agriculture,Solar,3,2023,2505,No,Export,511
Gujarat,Central,Transport,Wind,4,2024,2884,Yes,Export,808
Maharashtra,East,Transport,Hydro,7,2023,629,No,Import,866
Rajasthan,West,Transport,Coal,7,2023,3305,Yes,Import,238
Gujarat,South,Industrial,Coal,12,2023,3316,Yes,Export,109
West Bengal,Central,Residential,Oil,12,2023,4699,Yes,Import,128
West Bengal,West,Industrial,Natural Gas,2,2023,445,Yes,Import,78
Madhya Pradesh,West,Commercial,Nuclear,12,2024,1987,No,Import,673
Andhra Pradesh,South,Residential,Solar,5,2024,4955,Yes,Import,801
Tamil Nadu,Central,Agriculture,Wind,7,2023,2639,No,Export,230
Andhra Pradesh,West,Transport,Hydro,7,2024,3084,Yes,Import,950
Delhi,West,Commercial,Coal,6,2023,219,Yes,Export,232
Andhra Pradesh,North,Residential,Natural Gas,10,2023,2387,Yes,Export,686
Delhi,West,Industrial,Nuclear,10,2024,3289,Yes,Import,963
Delhi,North,Transport,Solar,12,2023,3465,No,Import,513
Rajasthan,Central,Industrial,Solar,8,2023,3618,No,Import,220
Maharashtra,Central,Residential,Natural Gas,3,2023,3266,Yes,Import,800
Rajasthan,Central,Residential,Oil,1,2024,3534,No,Export,940
Delhi,East,Commercial,Hydro,3,2024,4885,Yes,Export,584
Gujarat,Central,Agriculture,Coal,11,2023,1891,Yes,Import,895
West Bengal,West,Industrial,Hydro,2,2023,3810,No,Export,891
Delhi,South,Commercial,Natural Gas,2,2023,4602,Yes,Import,271
Rajasthan,North,Transport,Natural Gas,2,2023,3076,No,Export,527
Gujarat,East,Agriculture,Hydro,5,2023,4015,No,Export,257
Rajasthan,Central,Commercial,Biomass,1,2024,1651,No,Export,750
Andhra Pradesh,Central,Industrial,Nuclear,10,2024,1196,No,Import,807
Uttar Pradesh,South,Residential,Solar,4,2024,4376,Yes,Import,266
Madhya Pradesh,South,Transport,Biomass,10,2024,2734,Yes,Export,72
Tamil Nadu,East,Industrial,Wind,5,2023,161,Yes,Import,401
Rajasthan,North,Agriculture,Solar,2,2023,642,Yes,Import,549
Tamil Nadu,Central,Agriculture,Solar,5,2024,2489,No,Export,866
Karnataka,East,Residential,Nuclear,10,2024,1288,No,Import,426
Rajasthan,West,Residential,Wind,4,2023,2844,No,Import,62
Uttar Pradesh,West,Transport,Coal,8,2024,2464,No,Export,773
Tamil Nadu,East,Transport,Wind,1,2023,2179,Yes,Export,47
Delhi,Central,Residential,Coal,12,2023,2903,No,Export,317
Rajasthan,East,Residential,Oil,5,2023,2919,No,Export,855
Maharashtra,Central,Agriculture,Oil,11,2024,3648,No,Import,660
Madhya Pradesh,South,Residential,Wind,12,2024,3853,Yes,Import,907
Uttar Pradesh,East,Commercial,Hydro,10,2024,1576,No,Export,62
Tamil Nadu,Central,Industrial,Natural Gas,1,2024,2019,Yes,Export,615
Uttar Pradesh,East,Residential,Wind,10,2024,1001,No,Import,615
Gujarat,East,Transport,Biomass,10,2023,1552,No,Import,461
Madhya Pradesh,Central,Commercial,Biomass,4,2024,4517,Yes,Import,470
Delhi,Central,Transport,Nuclear,8,2023,3386,No,Export,784
Rajasthan,North,Commercial,Natural Gas,1,2023,159,No,Export,495
Rajasthan,East,Residential,Natural Gas,11,2023,4036,Yes,Export,844
Rajasthan,West,Industrial,Coal,2,2024,2404,No,Export,146
Madhya Pradesh,East,Transport,Solar,1,2024,275,No,Import,983
Maharashtra,East,Commercial,Nuclear,11,2024,3061,No,Export,381
Karnataka,Central,Agriculture,Biomass,7,2024,4176,No,Export,968
West Bengal,East,Residential,Biomass,2,2024,663,No,Import,265
Andhra Pradesh,East,Industrial,Oil,1,2024,148,No,Export,404
Tamil Nadu,West,Residential,Coal,12,2024,860,Yes,Import,46
Maharashtra,Central,Agriculture,Biomass,6,2024,3387,Yes,Export,663
Delhi,East,Industrial,Biomass,6,2023,2749,No,Import,156
Tamil Nadu,South,Agriculture,Coal,10,2024,4959,No,Import,17
Rajasthan,North,Residential,Biomass,2,2023,1069,No,Import,260
Uttar Pradesh,West,Commercial,Solar,1,2023,3075,No,Export,656
Delhi,East,Residential,Hydro,10,2023,3578,No,Export,580
Tamil Nadu,South,Residential,Nuclear,3,2023,3936,Yes,Export,644
Rajasthan,East,Residential,Solar,10,2024,3029,No,Export,456
Tamil Nadu,East,Transport,Solar,5,2024,3390,Yes,Export,272
Uttar Pradesh,Central,Agriculture,Hydro,6,2023,846,No,Export,641
Rajasthan,Central,Agriculture,Oil,3,2023,2007,No,Import,448
Karnataka,Central,Agriculture,Natural Gas,9,2023,3116,No,Export,268
Maharashtra,South,Transport,Nuclear,11,2024,3070,Yes,Export,332
Gujarat,East,Commercial,Oil,5,2023,2730,No,Import,539
Andhra Pradesh,North,Residential,Oil,2,2023,4491,No,Import,310
Madhya Pradesh,West,Commercial,Solar,10,2024,4869,No,Export,874
Andhra Pradesh,Central,Transport,Biomass,6,2023,2998,Yes,Import,494
Delhi,Central,Agriculture,Oil,12,2024,3781,No,Export,101
Andhra Pradesh,East,Residential,Hydro,8,2024,1151,No,Import,173
Rajasthan,East,Industrial,Natural Gas,11,2023,1087,No,Export,665
Karnataka,South,Industrial,Nuclear,6,2023,4281,No,Import,344
Gujarat,South,Commercial,Wind,4,2023,841,Yes,Import,934
Maharashtra,Central,Agriculture,Coal,6,2024,4224,Yes,Export,324
Maharashtra,East,Industrial,Biomass,8,2024,1828,No,Export,923
Uttar Pradesh,North,Commercial,Hydro,8,2024,4850,Yes,Import,954
Madhya Pradesh,West,Transport,Coal,10,2023,1031,No,Import,247
Tamil Nadu,East,Commercial,Natural Gas,2,2023,1315,Yes,Import,695
Karnataka,East,Commercial,Natural Gas,8,2023,793,No,Import,92
Tamil Nadu,South,Commercial,Wind,6,2023,2481,Yes,Export,678
Gujarat,West,Residential,Oil,2,2023,424,No,Import,975
Andhra Pradesh,Central,Commercial,Solar,1,2023,1803,Yes,Import,118
Maharashtra,East,Commercial,Solar,6,2024,3947,Yes,Export,187
Gujarat,Central,Residential,Nuclear,7,2024,2586,Yes,Export,259
Andhra Pradesh,East,Residential,Hydro,10,2024,2041,Yes,Export,774
Maharashtra,Central,Transport,Hydro,5,2023,2978,No,Export,576
Andhra Pradesh,West,Agriculture,Oil,10,2024,3496,Yes,Export,676
Madhya Pradesh,South,Industrial,Natural Gas,8,2024,641,No,Export,912
Karnataka,West,Industrial,Nuclear,11,2024,4678,No,Import,100
Delhi,North,Commercial,Oil,12,2023,2619,No,Import,348
Gujarat,South,Transport,Coal,9,2023,2922,No,Import,647
Gujarat,West,Commercial,Solar,4,2024,1226,No,Export,858
West Bengal,North,Industrial,Solar,7,2023,1385,No,Export,178
Rajasthan,East,Residential,Natural Gas,8,2023,4743,No,Import,148
Madhya Pradesh,East,Agriculture,Hydro,6,2023,162,Yes,Import,526
Madhya Pradesh,Central,Transport,Natural Gas,2,2023,3822,No,Export,587
Tamil Nadu,South,Residential,Oil,7,2024,1895,No,Export,632
Andhra Pradesh,East,Agriculture,Hydro,9,2023,2037,No,Import,193
Rajasthan,South,Transport,Nuclear,5,2024,4879,No,Import,789
Karnataka,East,Transport,Oil,2,2024,2035,No,Import,179
Karnataka,Central,Industrial,Wind,4,2023,3342,Yes,Import,371
Madhya Pradesh,West,Residential,Coal,3,2023,3292,No,Import,253
Karnataka,Central,Transport,Biomass,4,2023,302,No,Export,852
West Bengal,North,Transport,Wind,10,2024,173,Yes,Import,147
Gujarat,East,Agriculture,Oil,7,2024,1286,No,Import,37
Uttar Pradesh,North,Industrial,Wind,10,2024,673,No,Export,528
Delhi,North,Commercial,Hydro,8,2024,3206,No,Import,407
Tamil Nadu,South,Industrial,Hydro,1,2024,3186,No,Export,342
Andhra Pradesh,East,Commercial,Hydro,8,2024,3439,Yes,Export,974
Delhi,North,Residential,Wind,5,2024,3467,No,Import,326
Andhra Pradesh,West,Residential,Natural Gas,12,2023,1705,No,Import,572
Maharashtra,North,Transport,Coal,7,2024,1316,Yes,Export,435
Delhi,West,Residential,Natural Gas,11,2024,2995,Yes,Export,145
Uttar Pradesh,South,Transport,Hydro,11,2024,1210,No,Export,699
Madhya Pradesh,North,Industrial,Oil,1,2024,2344,Yes,Import,650
West Bengal,Central,Residential,Oil,2,2023,490,No,Import,718
Gujarat,South,Industrial,Solar,1,2024,2142,Yes,Import,276
Gujarat,West,Industrial,Natural Gas,5,2024,2755,No,Import,116
West Bengal,South,Residential,Coal,6,2023,3809,No,Import,569
Rajasthan,North,Industrial,Oil,10,2023,603,Yes,Export,147
Maharashtra,East,Residential,Solar,9,2024,4954,No,Import,920
Andhra Pradesh,East,Residential,Coal,8,2024,1162,No,Import,624
Uttar Pradesh,West,Residential,Hydro,7,2024,2827,No,Export,56
Karnataka,West,Commercial,Natural Gas,12,2024,1883,No,Import,998
Delhi,East,Industrial,Biomass,5,2024,1364,No,Import,674
Maharashtra,West,Agriculture,Nuclear,3,2024,3543,No,Import,377
Delhi,South,Residential,Hydro,9,2023,3188,No,Export,15
Uttar Pradesh,Central,Industrial,Oil,5,2023,3162,No,Export,532
Tamil Nadu,Central,Transport,Wind,3,2024,148,Yes,Import,538
Tamil Nadu,South,Residential,Biomass,3,2024,3975,No,Import,664
Maharashtra,Central,Residential,Wind,3,2024,1529,No,Import,281
Madhya Pradesh,North,Agriculture,Coal,6,2023,4446,Yes,Export,833
Uttar Pradesh,South,Commercial,Wind,1,2024,1272,Yes,Export,75
Uttar Pradesh,West,Commercial,Biomass,11,2023,4633,Yes,Import,429
West Bengal,South,Residential,Biomass,4,2023,1054,Yes,Import,348
Madhya Pradesh,East,Industrial,Hydro,8,2024,526,Yes,Import,943
Andhra Pradesh,West,Transport,Solar,3,2023,1185,Yes,Import,507
Andhra Pradesh,East,Transport,Hydro,5,2024,2906,No,Export,478
Karnataka,West,Industrial,Coal,2,2023,1755,Yes,Export,340
Gujarat,Central,Residential,Oil,2,2024,567,Yes,Import,777
Tamil Nadu,South,Transport,Wind,11,2024,1270,Yes,Export,648
Andhra Pradesh,North,Commercial,Solar,7,2023,2556,Yes,Export,140
Madhya Pradesh,West,Industrial,Natural Gas,10,2023,4375,Yes,Import,539
Uttar Pradesh,West,Agriculture,Nuclear,3,2023,1241,No,Import,728
Andhra Pradesh,East,Residential,Biomass,5,2024,3930,No,Import,610
Uttar Pradesh,Central,Industrial,Solar,3,2023,3293,No,Import,447
Andhra Pradesh,East,Transport,Oil,6,2023,2027,No,Export,252
Tamil Nadu,East,Residential,Natural Gas,10,2024,2292,Yes,Import,472
Delhi,Central,Commercial,Solar,3,2024,3140,Yes,Import,359
Andhra Pradesh,North,Residential,Hydro,8,2023,1937,Yes,Import,26
Madhya Pradesh,East,Residential,Natural Gas,2,2023,4609,No,Import,475
Andhra Pradesh,East,Commercial,Nuclear,3,2023,1023,Yes,Export,744
Gujarat,West,Commercial,Oil,8,2024,115,No,Import,891
Tamil Nadu,Central,Residential,Biomass,8,2024,2956,Yes,Import,372
Madhya Pradesh,South,Commercial,Oil,1,2023,620,Yes,Export,219
West Bengal,North,Industrial,Coal,8,2024,3942,No,Import,620
Madhya Pradesh,North,Commercial,Coal,10,2023,357,No,Import,534
Gujarat,Central,Commercial,Solar,2,2023,3458,No,Import,840
Delhi,West,Residential,Natural Gas,12,2024,3792,No,Export,791
Tamil Nadu,West,Industrial,Solar,7,2023,832,No,Import,708
West Bengal,Central,Agriculture,Wind,6,2023,4266,No,Import,429
Gujarat,West,Agriculture,Nuclear,2,2024,815,No,Import,795
Gujarat,North,Transport,Biomass,5,2023,3525,Yes,Export,142
Maharashtra,North,Commercial,Solar,7,2023,822,No,Import,23
Tamil Nadu,South,Commercial,Wind,8,2024,3907,No,Import,802
Madhya Pradesh,Central,Industrial,Natural Gas,3,2023,3235,Yes,Import,53
Uttar Pradesh,East,Agriculture,Nuclear,1,2023,589,No,Export,386
Delhi,East,Transport,Biomass,7,2024,2099,No,Export,304
Uttar Pradesh,South,Industrial,Coal,5,2024,3333,No,Import,405
Madhya Pradesh,South,Commercial,Wind,5,2024,4725,Yes,Import,113
Madhya Pradesh,West,Agriculture,Natural Gas,7,2023,1713,No,Export,454
Tamil Nadu,South,Transport,Nuclear,1,2024,1097,No,Import,71
Madhya Pradesh,South,Residential,Wind,8,2023,3886,No,Export,574
Maharashtra,East,Agriculture,Solar,12,2024,3489,Yes,Export,830
West Bengal,West,Transport,Hydro,10,2023,555,No,Export,421
Madhya Pradesh,South,Industrial,Coal,5,2023,3297,Yes,Import,940
Uttar Pradesh,South,Residential,Solar,8,2024,3550,No,Export,639
Madhya Pradesh,West,Transport,Solar,10,2023,1960,Yes,Export,330
Maharashtra,Central,Transport,Natural Gas,10,2023,782,No,Import,140
Andhra Pradesh,West,Commercial,Natural Gas,5,2024,3563,No,Import,820
Andhra Pradesh,East,Agriculture,Nuclear,12,2023,1621,Yes,Import,827
Gujarat,Central,Commercial,Natural Gas,7,2023,4659,Yes,Export,208
Delhi,North,Residential,Wind,10,2023,2992,Yes,Export,914
Karnataka,West,Transport,Coal,3,2024,4506,Yes,Import,45
West Bengal,East,Commercial,Solar,2,2024,2371,Yes,Export,800
Rajasthan,Central,Agriculture,Nuclear,6,2024,3385,No,Import,225
Gujarat,West,Residential,Oil,5,2024,4672,No,Import,595
Delhi,South,Industrial,Oil,9,2024,4424,No,Import,315
Andhra Pradesh,West,Commercial,Coal,10,2024,2803,No,Import,576
Uttar Pradesh,North,Residential,Natural Gas,4,2024,1422,Yes,Import,902
Rajasthan,West,Industrial,Natural Gas,11,2024,1494,Yes,Export,21
Delhi,Central,Commercial,Wind,3,2023,3426,Yes,Export,92
Delhi,Central,Residential,Natural Gas,9,2023,339,No,Import,41
Gujarat,West,Residential,Oil,8,2023,2115,No,Export,417
Rajasthan,Central,Commercial,Solar,6,2023,113,Yes,Export,95
